"MOLECULE","Prediction"
"ACT1_M_141721",-0.712559
"ACT1_M_141722",-0.185937
"ACT1_M_141724",-1.00772
"ACT1_M_141725",2.18122
"ACT1_M_141726",2.29104
"ACT1_M_141732",-2.33721
"ACT1_M_141737",2.03506
"ACT1_M_141738",-0.415303
"ACT1_M_141739",1.71988
"ACT1_M_141740",3.12182
"ACT1_M_141742",8.51538
"ACT1_M_141744",8.72681
"ACT1_M_141745",6.5926
"ACT1_M_141746",4.73265
"ACT1_M_141747",1.2121
"ACT1_M_141748",0.963521
"ACT1_M_141749",0.630729
"ACT1_M_141751",-1.45771
"ACT1_M_141752",-0.351563
"ACT1_M_141753",-1.49409
"ACT1_M_141754",-0.787589
"ACT1_M_141755",-0.829295
"ACT1_M_141758",-1.00943
"ACT1_M_141760",-2.37623
"ACT1_M_141761",-0.77066
"ACT1_M_141764",-2.24236
"ACT1_M_141765",-1.13058
"ACT1_M_141766",-0.468756
"ACT1_M_141769",-2.6809
"ACT1_M_141770",-2.449
"ACT1_M_141771",0.210763
"ACT1_M_141772",1.88419
"ACT1_M_141774",0.77301
"ACT1_M_141775",1.24076
"ACT1_M_141777",-1.31496
"ACT1_M_141778",1.88528
"ACT1_M_141781",-0.0247775
"ACT1_M_141782",-2.41978
"ACT1_M_141783",1.5906
"ACT1_M_141786",0.375351
"ACT1_M_141788",0.469241
"ACT1_M_141789",-0.326442
"ACT1_M_141792",1.92014
"ACT1_M_141793",0.0825905
"ACT1_M_141794",-0.739952
"ACT1_M_141795",0.604541
"ACT1_M_141796",1.10596
"ACT1_M_141797",2.48456
"ACT1_M_141798",-0.195119
"ACT1_M_141799",0.648176
"ACT1_M_141800",2.5714
"ACT1_M_141801",-1.56777
"ACT1_M_141803",0.592842
"ACT1_M_141804",1.13379
"ACT1_M_141805",0.802767
"ACT1_M_141807",1.25298
"ACT1_M_141808",0.0213883
"ACT1_M_141809",0.0213902
"ACT1_M_141810",1.16053
"ACT1_M_141811",-1.92007
"ACT1_M_141813",-2.58384
"ACT1_M_141818",-2.9306
"ACT1_M_141819",-2.9466
"ACT1_M_141820",-2.98057
"ACT1_M_141821",-2.39728
"ACT1_M_141823",3.57759
"ACT1_M_141826",3.55331
"ACT1_M_141832",8.23531
"ACT1_M_141833",0.804573
"ACT1_M_141835",-2.76913
"ACT1_M_141836",2.02704
"ACT1_M_141837",-2.88023
"ACT1_M_141838",-1.21714
"ACT1_M_141839",1.84963
"ACT1_M_141847",-2.36363
"ACT1_M_141849",-1.8373
"ACT1_M_141850",-1.97038
"ACT1_M_141851",-2.72547
"ACT1_M_141852",-2.94543
"ACT1_M_141853",-2.84987
"ACT1_M_141854",-2.72004
"ACT1_M_141856",-1.80353
"ACT1_M_141857",-0.993905
"ACT1_M_141860",-1.67383
"ACT1_M_141863",-2.52258
"ACT1_M_141865",-1.8854
"ACT1_M_141867",-1.51259
"ACT1_M_141868",-0.653336
"ACT1_M_141869",-1.81169
"ACT1_M_141871",-2.07193
"ACT1_M_141873",-1.55264
"ACT1_M_141874",-2.17593
"ACT1_M_141876",-1.49144
"ACT1_M_141877",-0.217971
"ACT1_M_141878",-0.735961
"ACT1_M_141880",0.63363
"ACT1_M_141882",0.36097
"ACT1_M_141883",1.29454
"ACT1_M_141889",-2.06209
"ACT1_M_141892",0.456443
"ACT1_M_141893",0.794134
"ACT1_M_141896",2.1026
"ACT1_M_141901",-2.99059
"ACT1_M_141905",-2.12094
"ACT1_M_141906",0.97305
"ACT1_M_141907",0.442132
"ACT1_M_141909",3.65937
"ACT1_M_141910",5.51659
"ACT1_M_141911",0.387542
"ACT1_M_141912",1.27159
"ACT1_M_141913",2.98783
"ACT1_M_141914",-1.43657
"ACT1_M_141915",1.16336
"ACT1_M_141916",2.4975
"ACT1_M_141917",-1.9793
"ACT1_M_141920",-1.97672
"ACT1_M_141924",-0.445087
"ACT1_M_141926",2.57376
"ACT1_M_141927",0.507147
"ACT1_M_141931",2.57377
"ACT1_M_141932",0.730515
"ACT1_M_141936",1.88211
"ACT1_M_141939",4.02721
"ACT1_M_141940",-0.323164
"ACT1_M_141941",3.68898
"ACT1_M_141942",-1.67078
"ACT1_M_141946",4.8517
"ACT1_M_141947",3.64285
"ACT1_M_141950",-0.357535
"ACT1_M_141951",0.293738
"ACT1_M_141953",0.390596
"ACT1_M_141954",1.86435
"ACT1_M_141956",-1.68264
"ACT1_M_141958",0.799291
"ACT1_M_141962",2.34693
"ACT1_M_141963",-2.16628
"ACT1_M_141966",0.475639
"ACT1_M_141967",-0.250098
"ACT1_M_141969",-1.33945
"ACT1_M_141972",-1.53265
"ACT1_M_141973",-1.49497
"ACT1_M_141974",-1.42292
"ACT1_M_141975",4.58507
"ACT1_M_141976",-2.47167
"ACT1_M_141977",-2.75102
"ACT1_M_141978",-2.65213
"ACT1_M_141979",0.959091
"ACT1_M_141980",-1.4064
"ACT1_M_141984",-1.30233
"ACT1_M_141988",-2.99306
"ACT1_M_141989",-1.3522
"ACT1_M_141990",-2.39538
"ACT1_M_141991",-2.57729
"ACT1_M_141992",-1.98989
"ACT1_M_141993",-2.0384
"ACT1_M_141995",-2.07135
"ACT1_M_141996",-1.96657
"ACT1_M_142001",-2.15067
"ACT1_M_142002",-3.00428
"ACT1_M_142003",-0.297374
"ACT1_M_142004",0.644909
"ACT1_M_142005",-2.66908
"ACT1_M_142006",-0.957489
"ACT1_M_142007",-1.39922
"ACT1_M_142008",-1.02985
"ACT1_M_142009",-1.20923
"ACT1_M_142015",4.28464
"ACT1_M_142016",4.28464
"ACT1_M_142018",-0.839033
"ACT1_M_142019",1.64846
"ACT1_M_142021",1.99981
"ACT1_M_142022",-0.75122
"ACT1_M_142023",-0.687127
"ACT1_M_142024",-2.37968
"ACT1_M_142027",-1.91628
"ACT1_M_142029",-0.165948
"ACT1_M_142040",-2.64785
"ACT1_M_142041",-2.92814
"ACT1_M_142042",-2.42333
"ACT1_M_142043",-2.60393
"ACT1_M_142044",-0.83039
"ACT1_M_142045",-0.730576
"ACT1_M_142048",-2.76899
"ACT1_M_142050",-2.19082
"ACT1_M_142051",-2.01536
"ACT1_M_142055",-2.9761
"ACT1_M_142056",-2.64544
"ACT1_M_142059",-2.90656
"ACT1_M_142060",-2.92286
"ACT1_M_142061",-2.69678
"ACT1_M_142062",-2.75244
"ACT1_M_142063",-2.17621
"ACT1_M_142068",1.15782
"ACT1_M_142074",-1.27692
"ACT1_M_142075",-1.12894
"ACT1_M_142076",1.54988
"ACT1_M_142077",-0.869042
"ACT1_M_142078",1.00448
"ACT1_M_142079",-1.73555
"ACT1_M_142080",2.32441
"ACT1_M_142081",-1.45605
"ACT1_M_142082",-1.86333
"ACT1_M_142083",-2.29294
"ACT1_M_142085",-0.424065
"ACT1_M_142086",-1.39477
"ACT1_M_142087",3.43718
"ACT1_M_142088",-1.14774
"ACT1_M_142089",-1.28602
"ACT1_M_142090",2.95153
"ACT1_M_142092",0.464522
"ACT1_M_142095",-1.88634
"ACT1_M_142097",-0.574793
"ACT1_M_142098",-1.62085
"ACT1_M_142102",-0.391273
"ACT1_M_142104",-1.13103
"ACT1_M_142105",-2.47795
"ACT1_M_142106",-2.26163
"ACT1_M_142107",-2.38751
"ACT1_M_142108",-2.94366
"ACT1_M_142110",-2.54261
"ACT1_M_142111",-2.22674
"ACT1_M_142112",-2.75555
"ACT1_M_142113",-1.69182
"ACT1_M_142114",-2.2056
"ACT1_M_142115",-2.27042
"ACT1_M_142116",-1.39897
"ACT1_M_142118",0.0735134
"ACT1_M_142122",-1.93452
"ACT1_M_142124",-2.98071
"ACT1_M_142125",-0.0157867
"ACT1_M_142126",-2.44274
"ACT1_M_142129",2.91716
"ACT1_M_142130",1.10513
"ACT1_M_142131",4.16164
"ACT1_M_142133",-0.673185
"ACT1_M_142134",-1.51023
"ACT1_M_142135",3.80193
"ACT1_M_142136",-1.77097
"ACT1_M_142137",5.49649
"ACT1_M_142138",3.03911
"ACT1_M_142139",-1.7349
"ACT1_M_142140",-2.93797
"ACT1_M_142141",-0.204786
"ACT1_M_142142",1.24579
"ACT1_M_142143",-0.470141
"ACT1_M_142144",-2.84619
"ACT1_M_142145",2.12725
"ACT1_M_142146",-1.20111
"ACT1_M_142147",1.27195
"ACT1_M_142148",2.91135
"ACT1_M_142150",1.2747
"ACT1_M_142151",-0.0860332
"ACT1_M_142152",-2.25904
"ACT1_M_142154",-0.307873
"ACT1_M_142159",-0.327425
"ACT1_M_142160",-1.82146
"ACT1_M_142161",-0.153036
"ACT1_M_142162",0.165843
"ACT1_M_142163",-2.76276
"ACT1_M_142165",-1.0207
"ACT1_M_142166",-1.13907
"ACT1_M_142167",2.29461
"ACT1_M_142168",1.57205
"ACT1_M_142169",0.898619
"ACT1_M_142170",1.33448
"ACT1_M_142171",0.73547
"ACT1_M_142172",0.125165
"ACT1_M_142175",-0.128271
"ACT1_M_142176",0.110547
"ACT1_M_142177",2.07051
"ACT1_M_142178",2.07051
"ACT1_M_142180",0.223306
"ACT1_M_142181",-0.847558
"ACT1_M_142184",1.13674
"ACT1_M_142185",1.13674
"ACT1_M_142186",0.145393
"ACT1_M_142187",-1.60095
"ACT1_M_142188",0.958801
"ACT1_M_142191",-2.52113
"ACT1_M_142192",0.0625464
"ACT1_M_142196",2.85489
"ACT1_M_142197",-1.65097
"ACT1_M_142200",-0.200909
"ACT1_M_142204",0.268716
"ACT1_M_142205",-0.833831
"ACT1_M_142206",0.141854
"ACT1_M_142208",-2.51538
"ACT1_M_142209",-1.40377
"ACT1_M_142212",-1.85805
"ACT1_M_142214",-2.80651
"ACT1_M_142215",-2.80651
"ACT1_M_142218",-0.729169
"ACT1_M_142219",-0.439136
"ACT1_M_142220",2.27259
"ACT1_M_142221",0.276283
"ACT1_M_142225",0.655936
"ACT1_M_142227",2.76268
"ACT1_M_142232",0.704737
"ACT1_M_142242",-0.428501
"ACT1_M_142243",-2.50159
"ACT1_M_142244",-2.54044
"ACT1_M_142245",-2.66773
"ACT1_M_142249",-2.15705
"ACT1_M_142250",-2.81959
"ACT1_M_142251",-2.59738
"ACT1_M_142252",-2.4139
"ACT1_M_142253",-2.62742
"ACT1_M_142255",-2.34845
"ACT1_M_142256",-1.37432
"ACT1_M_142257",-2.08958
"ACT1_M_142258",-2.0242
"ACT1_M_142260",-1.46993
"ACT1_M_142261",-0.934354
"ACT1_M_142262",-0.436628
"ACT1_M_142263",-0.406625
"ACT1_M_142264",0.206104
"ACT1_M_142265",0.206106
"ACT1_M_142266",-0.800696
"ACT1_M_142268",-1.06384
"ACT1_M_142270",-1.5381
"ACT1_M_142271",-0.780927
"ACT1_M_142272",-0.780925
"ACT1_M_142273",-2.39465
"ACT1_M_142274",-1.06359
"ACT1_M_142275",0.107668
"ACT1_M_142276",-0.458587
"ACT1_M_142279",-2.07869
"ACT1_M_142280",-1.60667
"ACT1_M_142281",-1.83754
"ACT1_M_142284",-0.913789
"ACT1_M_142286",-1.40417
"ACT1_M_142287",-1.40417
"ACT1_M_142290",6.77883
"ACT1_M_142292",0.101152
"ACT1_M_142293",-1.75783
"ACT1_M_142294",0.351595
"ACT1_M_142295",-0.604308
"ACT1_M_142296",-1.09958
"ACT1_M_142298",-1.01835
"ACT1_M_142299",-1.69432
"ACT1_M_142300",-1.15548
"ACT1_M_142301",-1.45561
"ACT1_M_142303",-2.64393
"ACT1_M_142304",3.11565
"ACT1_M_142308",1.81736
"ACT1_M_142310",1.35979
"ACT1_M_142311",0.829842
"ACT1_M_142313",-1.62891
"ACT1_M_142314",-0.755669
"ACT1_M_142316",1.85764
"ACT1_M_142318",0.968113
"ACT1_M_142319",2.94469
"ACT1_M_142320",4.60295
"ACT1_M_142322",0.454249
"ACT1_M_142324",-0.296558
"ACT1_M_142326",7.29826
"ACT1_M_142327",-1.47827
"ACT1_M_142328",2.81245
"ACT1_M_142329",-2.98929
"ACT1_M_142331",-1.8959
"ACT1_M_142332",-2.53888
"ACT1_M_142333",-1.89589
"ACT1_M_142334",-1.35793
"ACT1_M_142335",-1.71575
"ACT1_M_142336",-2.14378
"ACT1_M_142337",-1.28893
"ACT1_M_142338",-2.85891
"ACT1_M_142339",3.18083
"ACT1_M_142340",-1.05827
"ACT1_M_142342",-0.605644
"ACT1_M_142343",-2.67076
"ACT1_M_142344",-1.50162
"ACT1_M_142345",0.229502
"ACT1_M_142346",-0.18882
"ACT1_M_142347",1.35064
"ACT1_M_142348",0.484729
"ACT1_M_142349",1.80842
"ACT1_M_142350",-0.538676
"ACT1_M_142351",0.298252
"ACT1_M_142355",0.614909
"ACT1_M_142356",-1.57079
"ACT1_M_142357",-0.181257
"ACT1_M_142359",0.276833
"ACT1_M_142360",-1.54525
"ACT1_M_142361",2.08497
"ACT1_M_142362",0.354555
"ACT1_M_142363",1.62992
"ACT1_M_142365",5.70933
"ACT1_M_142366",-1.21564
"ACT1_M_142367",-1.21564
"ACT1_M_142370",2.24142
"ACT1_M_142371",1.57561
"ACT1_M_142372",-0.337832
"ACT1_M_142373",-1.09623
"ACT1_M_142375",1.32687
"ACT1_M_142376",2.61187
"ACT1_M_142377",-0.241307
"ACT1_M_142378",1.78528
"ACT1_M_142379",-2.90455
"ACT1_M_142381",-2.02518
"ACT1_M_142382",-0.0832229
"ACT1_M_142383",-1.34548
"ACT1_M_142384",-0.981007
"ACT1_M_142385",-1.60634
"ACT1_M_142386",0.628809
"ACT1_M_142388",-2.43009
"ACT1_M_142389",-2.255
"ACT1_M_142390",-1.24428
"ACT1_M_142392",1.90314
"ACT1_M_142393",-2.97939
"ACT1_M_142395",1.06368
"ACT1_M_142398",0.863341
"ACT1_M_142401",-2.79777
"ACT1_M_142402",1.65291
"ACT1_M_142412",-1.41965
"ACT1_M_142413",-1.82132
"ACT1_M_142414",-1.82329
"ACT1_M_142415",-1.77443
"ACT1_M_142416",-2.03809
"ACT1_M_142418",-2.55916
"ACT1_M_142419",0.324954
"ACT1_M_142420",10.1032
"ACT1_M_142421",-2.25477
"ACT1_M_142425",17.0114
"ACT1_M_142426",17.5942
"ACT1_M_142427",18.2839
"ACT1_M_142431",6.09123
"ACT1_M_142432",5.08794
"ACT1_M_142433",8.83482
"ACT1_M_142436",9.47712
"ACT1_M_142437",9.06427
"ACT1_M_142438",16.0653
"ACT1_M_142444",-0.662754
"ACT1_M_142445",-1.81431
"ACT1_M_142446",-1.25847
"ACT1_M_142447",-2.99077
"ACT1_M_142448",-2.04855
"ACT1_M_142449",-2.83132
"ACT1_M_142452",-0.405065
"ACT1_M_142453",0.916798
"ACT1_M_142454",0.933502
"ACT1_M_142456",0.581828
"ACT1_M_142460",2.73128
"ACT1_M_142462",2.39857
"ACT1_M_142463",2.53017
"ACT1_M_142465",1.91051
"ACT1_M_142466",2.46575
"ACT1_M_142469",1.81215
"ACT1_M_142473",2.38299
"ACT1_M_142474",4.83397
"ACT1_M_142476",2.24273
"ACT1_M_142477",0.218563
"ACT1_M_142478",1.53068
"ACT1_M_142479",2.11716
"ACT1_M_142481",1.70008
"ACT1_M_142484",2.07439
"ACT1_M_142485",2.75385
"ACT1_M_142489",2.06568
"ACT1_M_142491",2.95654
"ACT1_M_142492",1.39895
"ACT1_M_142498",2.5167
"ACT1_M_142501",5.55664
"ACT1_M_142504",3.29768
"ACT1_M_142508",3.11993
"ACT1_M_142509",2.77412
"ACT1_M_142511",1.90068
"ACT1_M_142514",-2.19797
"ACT1_M_142516",1.06405
"ACT1_M_142517",-1.35003
"ACT1_M_142518",-2.48647
"ACT1_M_142520",-2.91681
"ACT1_M_142521",0.872345
"ACT1_M_142522",1.58679
"ACT1_M_142524",1.27333
"ACT1_M_142526",0.784103
"ACT1_M_142530",1.50708
"ACT1_M_142532",-0.701684
"ACT1_M_142538",-0.586107
"ACT1_M_142539",-1.64653
"ACT1_M_142542",-2.97156
"ACT1_M_142544",-2.68286
"ACT1_M_142545",-2.91531
"ACT1_M_142546",-2.91531
"ACT1_M_142553",2.68741
"ACT1_M_142554",-1.84012
"ACT1_M_142555",-0.77565
"ACT1_M_142556",0.0708725
"ACT1_M_142559",-0.817109
"ACT1_M_142561",-1.52902
"ACT1_M_142562",-1.52902
"ACT1_M_142564",-1.02673
"ACT1_M_142566",0.336015
"ACT1_M_142570",-1.94811
"ACT1_M_142571",0.686356
"ACT1_M_142572",-1.98565
"ACT1_M_142574",-1.0949
"ACT1_M_142575",-2.51731
"ACT1_M_142576",0.203424
"ACT1_M_142577",1.79019
"ACT1_M_142578",-1.44517
"ACT1_M_142579",-2.81423
"ACT1_M_142580",-2.89962
"ACT1_M_142581",-2.64032
"ACT1_M_142583",-2.58135
"ACT1_M_142584",-2.18321
"ACT1_M_142591",-0.905127
"ACT1_M_142593",-2.58647
"ACT1_M_142595",-2.45202
"ACT1_M_142596",-2.44512
"ACT1_M_142599",1.02068
"ACT1_M_142600",2.91635
"ACT1_M_142601",3.33669
"ACT1_M_142602",0.985019
"ACT1_M_142603",2.11232
"ACT1_M_142604",1.45251
"ACT1_M_142606",3.1178
"ACT1_M_142607",1.56376
"ACT1_M_142608",2.99529
"ACT1_M_142610",-2.02159
"ACT1_M_142611",-0.610169
"ACT1_M_142617",-1.7446
"ACT1_M_142618",-1.83176
"ACT1_M_142619",-1.6584
"ACT1_M_142620",-2.12809
"ACT1_M_142622",-2.58303
"ACT1_M_142623",-0.599547
"ACT1_M_142624",-1.97141
"ACT1_M_142625",-1.97141
"ACT1_M_142629",3.84661
"ACT1_M_142630",-0.452414
"ACT1_M_142632",-2.08631
"ACT1_M_142636",0.142469
"ACT1_M_142638",-0.215807
"ACT1_M_142639",-1.53906
"ACT1_M_142646",-1.8942
"ACT1_M_142647",2.65113
"ACT1_M_142648",-2.58895
"ACT1_M_142650",-1.68531
"ACT1_M_142652",-2.5416
"ACT1_M_142653",-1.91262
"ACT1_M_142655",0.761777
"ACT1_M_142658",-2.55892
"ACT1_M_142659",-1.82287
"ACT1_M_142660",-1.51655
"ACT1_M_142661",-2.71499
"ACT1_M_142663",1.50107
"ACT1_M_142664",2.16554
"ACT1_M_142665",-0.156091
"ACT1_M_142667",2.8186
"ACT1_M_142669",2.79578
"ACT1_M_142670",1.2329
"ACT1_M_142671",0.739273
"ACT1_M_142673",-0.0130564
"ACT1_M_142675",-2.40369
"ACT1_M_142676",0.162421
"ACT1_M_142677",1.22437
"ACT1_M_142679",-1.32609
"ACT1_M_142680",1.5849
"ACT1_M_142681",-2.90465
"ACT1_M_142683",7.75999
"ACT1_M_142685",6.54735
"ACT1_M_142686",7.59201
"ACT1_M_142687",-1.23994
"ACT1_M_142688",0.992417
"ACT1_M_142689",-2.98115
"ACT1_M_142691",-2.66641
"ACT1_M_142693",2.50599
"ACT1_M_142698",2.23971
"ACT1_M_142706",2.59097
"ACT1_M_142707",3.43384
"ACT1_M_142708",1.61874
"ACT1_M_142709",3.85115
"ACT1_M_142710",6.54895
"ACT1_M_142711",2.48282
"ACT1_M_142714",2.10159
"ACT1_M_142718",1.43133
"ACT1_M_142721",1.46984
"ACT1_M_142723",-2.26395
"ACT1_M_142724",-2.63895
"ACT1_M_142726",-2.63895
"ACT1_M_142728",-1.18943
"ACT1_M_142730",0.162108
"ACT1_M_142731",4.05604
"ACT1_M_142732",-2.92392
"ACT1_M_142734",-0.904856
"ACT1_M_142736",6.78699
"ACT1_M_142737",6.74766
"ACT1_M_142740",8.03361
"ACT1_M_142741",-0.190243
"ACT1_M_142743",-0.717287
"ACT1_M_142746",5.95152
"ACT1_M_142748",3.84418
"ACT1_M_142752",2.57533
"ACT1_M_142768",-1.61306
"ACT1_M_142770",-1.57935
"ACT1_M_142771",0.618029
"ACT1_M_142772",-0.822505
"ACT1_M_142773",-1.28271
"ACT1_M_142774",-2.43458
"ACT1_M_142775",-1.65242
"ACT1_M_142776",-1.78898
"ACT1_M_142777",-1.31331
"ACT1_M_142778",-1.38872
"ACT1_M_142779",-0.64401
"ACT1_M_142780",-1.18487
"ACT1_M_142782",-1.6092
"ACT1_M_142784",-2.49999
"ACT1_M_142793",0.678874
"ACT1_M_142795",-1.89437
"ACT1_M_142797",0.586798
"ACT1_M_142800",-0.972168
"ACT1_M_142803",-2.11554
"ACT1_M_142805",0.712656
"ACT1_M_142806",-1.15037
"ACT1_M_142808",-0.769061
"ACT1_M_142810",-2.42112
"ACT1_M_142811",3.19385
"ACT1_M_142812",3.19385
"ACT1_M_142815",-0.123818
"ACT1_M_142822",1.52713
"ACT1_M_142823",-2.2817
"ACT1_M_142828",-0.911552
"ACT1_M_142829",1.90312
"ACT1_M_142831",-2.8821
"ACT1_M_142833",-2.90862
"ACT1_M_142835",0.912476
"ACT1_M_142836",0.792378
"ACT1_M_142838",1.07512
"ACT1_M_142839",-2.73763
"ACT1_M_142840",-0.604433
"ACT1_M_142841",-0.170178
"ACT1_M_142848",0.648721
"ACT1_M_142849",-0.92896
"ACT1_M_142850",-1.69791
"ACT1_M_142853",0.695077
"ACT1_M_142855",0.892035
"ACT1_M_142856",0.991429
"ACT1_M_142857",1.27916
"ACT1_M_142859",1.8531
"ACT1_M_142862",0.0165423
"ACT1_M_142865",-2.18422
"ACT1_M_142867",1.15001
"ACT1_M_142870",0.564091
"ACT1_M_142871",-2.98674
"ACT1_M_142872",-2.77031
"ACT1_M_142875",-2.30197
"ACT1_M_142876",-0.496796
"ACT1_M_142877",-1.41356
"ACT1_M_142878",-0.728287
"ACT1_M_142879",-0.124981
"ACT1_M_142880",-1.85814
"ACT1_M_142881",-1.03246
"ACT1_M_142882",-1.54099
"ACT1_M_142883",-1.67868
"ACT1_M_142894",-1.57653
"ACT1_M_142895",0.902566
"ACT1_M_142896",-2.56974
"ACT1_M_142897",-1.80586
"ACT1_M_142900",-2.36855
"ACT1_M_142901",-0.570502
"ACT1_M_142902",-2.52256
"ACT1_M_142903",-1.92031
"ACT1_M_142905",-0.628274
"ACT1_M_142907",-1.2863
"ACT1_M_142908",-1.61948
"ACT1_M_142909",-2.64765
"ACT1_M_142916",-0.869566
"ACT1_M_142919",-1.43612
"ACT1_M_142920",5.64921
"ACT1_M_142921",1.16289
"ACT1_M_142922",1.24423
"ACT1_M_142923",1.27309
"ACT1_M_142924",-0.622686
"ACT1_M_142926",-0.181637
"ACT1_M_142928",-0.580128
"ACT1_M_142929",-0.181631
"ACT1_M_142930",2.60835
"ACT1_M_142938",1.84323
"ACT1_M_142941",-0.470782
"ACT1_M_142958",-2.8215
"ACT1_M_142960",-2.92049
"ACT1_M_142962",-2.87024
"ACT1_M_142963",-2.91642
"ACT1_M_142964",0.732557
"ACT1_M_142965",-2.8558
"ACT1_M_142967",1.77952
"ACT1_M_142968",1.53812
"ACT1_M_142969",-2.94334
"ACT1_M_142970",-2.77024
"ACT1_M_142972",-2.27185
"ACT1_M_142975",-2.36583
"ACT1_M_142976",-1.31656
"ACT1_M_142977",0.973711
"ACT1_M_142978",0.216575
"ACT1_M_142979",-1.88389
"ACT1_M_142980",-1.94851
"ACT1_M_142981",-2.74483
"ACT1_M_142984",-2.74396
"ACT1_M_142985",-2.48737
"ACT1_M_142986",3.68552
"ACT1_M_142991",1.78549
"ACT1_M_142992",2.19755
"ACT1_M_142993",2.37919
"ACT1_M_142994",0.84456
"ACT1_M_142996",0.35997
"ACT1_M_142997",2.56528
"ACT1_M_142998",5.34796
"ACT1_M_143000",3.72942
"ACT1_M_143001",2.8603
"ACT1_M_143003",1.29449
"ACT1_M_143005",0.904625
"ACT1_M_143007",3.02882
"ACT1_M_143010",2.88921
"ACT1_M_143011",0.38654
"ACT1_M_143013",2.19206
"ACT1_M_143018",-0.967645
"ACT1_M_143019",1.13261
"ACT1_M_143020",2.02411
"ACT1_M_143021",1.26517
"ACT1_M_143024",4.9371
"ACT1_M_143028",0.82873
"ACT1_M_143029",1.26214
"ACT1_M_143034",-0.0465957
"ACT1_M_143036",0.838124
"ACT1_M_143037",1.61065
"ACT1_M_143038",2.07729
"ACT1_M_143039",1.21994
"ACT1_M_143040",2.30832
"ACT1_M_143042",1.87573
"ACT1_M_143043",1.34735
"ACT1_M_143047",2.39834
"ACT1_M_143048",2.01386
"ACT1_M_143061",-2.79729
"ACT1_M_143063",-0.139259
"ACT1_M_143065",7.48043
"ACT1_M_143068",5.16956
"ACT1_M_143071",-2.31833
"ACT1_M_143074",-2.15699
"ACT1_M_143076",-2.61145
"ACT1_M_143077",0.747799
"ACT1_M_143079",-2.5809
"ACT1_M_143083",-0.990394
"ACT1_M_143085",-1.03825
"ACT1_M_143086",-2.51848
"ACT1_M_143087",-0.4299
"ACT1_M_143088",-1.75595
"ACT1_M_143089",-0.653309
"ACT1_M_143091",1.35519
"ACT1_M_143093",-2.04688
"ACT1_M_143095",-2.61276
"ACT1_M_143096",-0.894569
"ACT1_M_143097",-2.18885
"ACT1_M_143098",-2.18885
"ACT1_M_143105",-0.990377
"ACT1_M_143107",-2.55702
"ACT1_M_143109",-2.52268
"ACT1_M_143110",3.09431
"ACT1_M_143113",1.1197
"ACT1_M_143115",-1.5285
"ACT1_M_143124",-1.31231
"ACT1_M_143125",0.363186
"ACT1_M_143126",-1.76361
"ACT1_M_143127",1.43502
"ACT1_M_143128",-0.412184
"ACT1_M_143129",0.998077
"ACT1_M_143132",-0.927634
"ACT1_M_143133",-1.47664
"ACT1_M_143134",-1.75469
"ACT1_M_143135",-0.99581
"ACT1_M_143136",-2.18272
"ACT1_M_143139",-0.664724
"ACT1_M_143140",-2.46777
"ACT1_M_143141",-2.23358
"ACT1_M_143142",-2.80882
"ACT1_M_143143",2.38103
"ACT1_M_143145",-2.11646
"ACT1_M_143147",-0.475803
"ACT1_M_143149",-0.910708
"ACT1_M_143151",-1.91065
"ACT1_M_143155",-0.415246
"ACT1_M_143159",-2.74095
"ACT1_M_143160",-1.44704
"ACT1_M_143161",-0.556897
"ACT1_M_143163",3.34812
"ACT1_M_143164",4.4775
"ACT1_M_143165",-0.159537
"ACT1_M_143166",1.44761
"ACT1_M_143167",1.63427
"ACT1_M_143169",0.375465
"ACT1_M_143170",2.33453
"ACT1_M_143173",-0.189859
"ACT1_M_143174",-1.23972
"ACT1_M_143175",2.85348
"ACT1_M_143176",4.72199
"ACT1_M_143177",1.22003
"ACT1_M_143180",7.44955
"ACT1_M_143181",8.33379
"ACT1_M_143182",5.1089
"ACT1_M_143183",-2.96646
"ACT1_M_143184",-2.80582
"ACT1_M_143188",0.922345
"ACT1_M_143191",0.971386
"ACT1_M_143192",-0.86181
"ACT1_M_143193",-2.8331
"ACT1_M_143194",-1.14125
"ACT1_M_143195",-2.58167
"ACT1_M_143196",-1.27499
"ACT1_M_143201",0.529799
"ACT1_M_143203",1.40427
"ACT1_M_143204",1.59386
"ACT1_M_143205",-0.532354
"ACT1_M_143206",0.635712
"ACT1_M_143207",0.36565
"ACT1_M_143209",-0.146709
"ACT1_M_143210",0.563645
"ACT1_M_143211",-1.72492
"ACT1_M_143213",2.35115
"ACT1_M_143215",-0.921159
"ACT1_M_143216",-1.73603
"ACT1_M_143217",-0.289063
"ACT1_M_143218",0.376833
"ACT1_M_143219",-2.29728
"ACT1_M_143220",-2.75587
"ACT1_M_143221",-1.13992
"ACT1_M_143222",5.7139
"ACT1_M_143224",0.906428
"ACT1_M_143228",-3.00401
"ACT1_M_143230",1.21746
"ACT1_M_143231",-0.305019
"ACT1_M_143232",1.22039
"ACT1_M_143233",-2.29994
"ACT1_M_143236",-0.939238
"ACT1_M_143238",-2.94576
"ACT1_M_143240",-2.30303
"ACT1_M_143241",1.10676
"ACT1_M_143242",0.3293
"ACT1_M_143243",-1.05846
"ACT1_M_143244",-0.973557
"ACT1_M_143246",-1.92887
"ACT1_M_143247",-1.37944
"ACT1_M_143248",-0.889102
"ACT1_M_143249",1.4175
"ACT1_M_143250",-0.7215
